TaskID,ProjectID,ProjectName,ClientName,ClientCountry,ClientRegion,Industry,AssignedEmployeeID,TaskTitle,SkillDomain,ComplexityTier,PlannedHours,ActualHours,IsHoursOverrun,BillableHourlyRate_USD,TotalBilling_USD,TaskStatus,ClientSatisfactionRating,TaskStartDate,DeliveryDeadline,ActualCompletionDate,IsDeliveryDelayed
TSK-01646,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-13916,Next.js 14 Responsive Executive Dashboard (PRJ-907),Software Engineering,Level 1 - Core,30,28.7,False,95.0,2726.5,Completed,4.5,2025-09-19,2025-10-02,2025-09-30,False
TSK-01647,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-13280,Design & Implement RESTful Payment Endpoints (PRJ-908),Software Engineering,Level 2 - Specialized,40,34.1,False,78.2,3128.0,Under Review,,2025-04-13,2025-04-27,,False
TSK-01648,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-12464,PostgreSQL to Snowflake Lakehouse Replication (PRJ-906),Data & AI Engineering,Level 3 - Enterprise Architect,60,76.1,True,81.0,6164.1,Completed,4.0,2025-08-23,2025-09-14,2025-09-12,False
TSK-01649,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-12251,SOC2 Compliance Evidence Collection Automation (PRJ-907),Cybersecurity,Level 2 - Specialized,32,34.7,True,109.25,3496.0,In Progress,,2025-11-28,2025-12-08,,False
TSK-01650,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-11276,CI/CD Pipeline Optimization with Docker BuildKit (PRJ-903),DevOps & SRE,Level 1 - Core,18,17.5,False,85.0,1487.5,Completed,5.0,2025-05-24,2025-06-04,2025-06-08,True
TSK-01651,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-12401,Design & Implement RESTful Payment Endpoints (PRJ-901),Software Engineering,Level 2 - Specialized,40,45.9,True,74.75,3431.03,Completed,4.5,2026-01-16,2026-02-01,2026-02-04,True
TSK-01652,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-11241,End-to-End Cypress Integration & Performance Suite (PRJ-903),Quality Engineering,Level 1 - Core,30,28.1,False,85.0,2550.0,In Progress,,2025-07-05,2025-07-16,,False
TSK-01653,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-15123,Real-time Kafka Event Streaming for Turnstiles (PRJ-902),Data & AI Engineering,Level 3 - Enterprise Architect,55,51.2,False,101.25,5184.0,Completed,5.0,2026-01-18,2026-02-04,2026-02-10,True
TSK-01654,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-10281,Design & Implement RESTful Payment Endpoints (PRJ-906),Software Engineering,Level 2 - Specialized,40,49.7,True,69.0,3429.3,Completed,4.0,2025-05-28,2025-06-12,2025-06-09,False
TSK-01655,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-10123,Real-time Kafka Event Streaming for Turnstiles (PRJ-907),Data & AI Engineering,Level 3 - Enterprise Architect,55,63.2,True,128.25,8105.4,Completed,5.0,2025-12-24,2026-01-09,2026-01-07,False
TSK-01656,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-14397,PySpark ETL Pipeline for Turnstile Telemetry (PRJ-907),Data & AI Engineering,Level 2 - Specialized,50,45.3,False,109.25,4949.02,Completed,3.0,2026-03-27,2026-04-11,2026-04-17,True
TSK-01657,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-12105,PostgreSQL to Snowflake Lakehouse Replication (PRJ-901),Data & AI Engineering,Level 3 - Enterprise Architect,60,65.3,True,87.75,5265.0,Under Review,,2025-05-12,2025-05-31,,False
TSK-01658,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-16809,GraphQL Gateway Federation & Schema Stitching (PRJ-906),Software Engineering,Level 2 - Specialized,35,41.4,True,69.0,2856.6,Completed,4.5,2025-07-20,2025-07-31,2025-07-31,False
TSK-01659,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-10777,Real-time Kafka Event Streaming for Turnstiles (PRJ-903),Data & AI Engineering,Level 3 - Enterprise Architect,55,72.7,True,114.75,8342.33,Completed,5.0,2026-02-18,2026-03-07,2026-03-13,True
TSK-01660,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-12693,Next.js 14 Responsive Executive Dashboard (PRJ-902),Software Engineering,Level 1 - Core,30,28.9,False,75.0,2167.5,Completed,4.5,2026-04-19,2026-05-03,2026-05-09,True
TSK-01661,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-11190,Real-time Kafka Event Streaming for Turnstiles (PRJ-905),Data & AI Engineering,Level 3 - Enterprise Architect,55,71.5,True,60.75,4343.62,Completed,5.0,2025-02-05,2025-02-25,2025-02-28,True
TSK-01662,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-10280,Real-time Kafka Event Streaming for Turnstiles (PRJ-901),Data & AI Engineering,Level 3 - Enterprise Architect,55,52.2,False,87.75,4580.55,Completed,5.0,2025-09-01,2025-09-17,2025-09-20,True
TSK-01663,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-15151,Design & Implement RESTful Payment Endpoints (PRJ-906),Software Engineering,Level 2 - Specialized,40,45.4,True,69.0,3132.6,Completed,5.0,2026-02-20,2026-03-07,2026-03-07,False
TSK-01664,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-15370,GraphQL Gateway Federation & Schema Stitching (PRJ-908),Software Engineering,Level 2 - Specialized,35,34.3,False,78.2,2682.26,Completed,4.5,2026-06-11,2026-06-23,2026-06-25,True
TSK-01665,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-16325,PostgreSQL to Snowflake Lakehouse Replication (PRJ-903),Data & AI Engineering,Level 3 - Enterprise Architect,60,61.2,True,114.75,6885.0,Under Review,,2026-07-17,2026-08-06,,False
TSK-01666,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-16406,Penetration Testing & Remediation of API Endpoints (PRJ-902),Cybersecurity,Level 2 - Specialized,20,25.6,True,86.25,2208.0,Completed,5.0,2026-01-10,2026-01-20,2026-01-17,False
TSK-01667,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-14510,PySpark ETL Pipeline for Turnstile Telemetry (PRJ-903),Data & AI Engineering,Level 2 - Specialized,50,48.2,False,97.75,4711.55,Completed,5.0,2025-10-30,2025-11-14,2025-11-16,True
TSK-01668,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-14135,Fine-Tuning Llama-3 Model for Customer Ticket RAG (PRJ-905),Data & AI Engineering,Level 3 - Enterprise Architect,70,74.8,True,60.75,4252.5,Scope Revision Requested,2.5,2025-07-06,2025-07-28,,False
TSK-01669,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-16009,Kubernetes Cluster Hardening & Istio Service Mesh (PRJ-904),DevOps & SRE,Level 3 - Enterprise Architect,35,44.5,True,94.5,4205.25,Completed,5.0,2025-12-29,2026-01-12,2026-01-18,True
TSK-01670,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-12971,GraphQL Gateway Federation & Schema Stitching (PRJ-903),Software Engineering,Level 2 - Specialized,35,44.8,True,97.75,4379.2,Completed,4.0,2026-07-07,2026-07-18,2026-07-23,True
TSK-01671,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-15065,OAuth2.0 / OpenID Multi-Tenant Auth Integration (PRJ-903),Cybersecurity,Level 2 - Specialized,25,23.2,False,97.75,2267.8,Completed,4.5,2025-08-20,2025-09-02,2025-09-01,False
TSK-01672,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-13284,CI/CD Pipeline Optimization with Docker BuildKit (PRJ-907),DevOps & SRE,Level 1 - Core,18,17.1,False,95.0,1624.5,Completed,3.5,2025-10-31,2025-11-09,2025-11-14,True
TSK-01673,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-12458,SOC2 Compliance Evidence Collection Automation (PRJ-907),Cybersecurity,Level 2 - Specialized,32,34.8,True,109.25,3801.9,Completed,4.5,2025-01-01,2025-01-11,2025-01-12,True
TSK-01674,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-10486,Next.js 14 Responsive Executive Dashboard (PRJ-905),Software Engineering,Level 1 - Core,30,39.3,True,45.0,1768.5,Completed,3.5,2026-02-25,2026-03-07,2026-03-06,False
TSK-01675,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-11987,CI/CD Pipeline Optimization with Docker BuildKit (PRJ-908),DevOps & SRE,Level 1 - Core,18,16.7,False,68.0,1224.0,Scope Revision Requested,3.0,2026-02-05,2026-02-12,,False
TSK-01676,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-11854,End-to-End Cypress Integration & Performance Suite (PRJ-907),Quality Engineering,Level 1 - Core,30,34.4,True,95.0,3268.0,Completed,5.0,2025-10-10,2025-10-20,2025-10-23,True
TSK-01677,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-11244,Mobile Flutter Biometric Authentication Module (PRJ-902),Software Engineering,Level 1 - Core,28,34.2,True,75.0,2100.0,In Progress,,2025-07-30,2025-08-11,,False
TSK-01678,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-14265,Penetration Testing & Remediation of API Endpoints (PRJ-903),Cybersecurity,Level 2 - Specialized,20,19.8,False,97.75,1935.45,Completed,4.5,2025-11-15,2025-11-26,2025-11-24,False
TSK-01679,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-16086,Next.js 14 Responsive Executive Dashboard (PRJ-908),Software Engineering,Level 1 - Core,30,35.4,True,68.0,2407.2,Completed,5.0,2026-04-11,2026-04-21,2026-04-19,False
TSK-01680,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-12093,SOC2 Compliance Evidence Collection Automation (PRJ-906),Cybersecurity,Level 2 - Specialized,32,31.6,False,69.0,2208.0,Scope Revision Requested,2.5,2025-04-26,2025-05-11,,False
TSK-01681,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-15665,End-to-End Cypress Integration & Performance Suite (PRJ-908),Quality Engineering,Level 1 - Core,30,34.3,True,68.0,2040.0,Under Review,,2026-05-14,2026-05-25,,False
TSK-01682,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-14908,AWS Terraform Infrastructure as Code Provisioning (PRJ-904),Cloud Architecture,Level 2 - Specialized,45,40.6,False,80.5,3622.5,Scope Revision Requested,3.0,2026-01-07,2026-01-21,,False
TSK-01683,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-10862,CI/CD Pipeline Optimization with Docker BuildKit (PRJ-908),DevOps & SRE,Level 1 - Core,18,21.6,True,68.0,1468.8,Completed,5.0,2025-10-14,2025-10-25,2025-10-26,True
TSK-01684,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-12922,Penetration Testing & Remediation of API Endpoints (PRJ-905),Cybersecurity,Level 2 - Specialized,20,22.1,True,51.75,1143.68,Completed,4.0,2025-03-27,2025-04-03,2025-04-01,False
TSK-01685,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-12178,Next.js 14 Responsive Executive Dashboard (PRJ-908),Software Engineering,Level 1 - Core,30,34.3,True,68.0,2332.4,Completed,4.5,2025-04-17,2025-05-01,2025-05-05,True
TSK-01686,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-13135,GraphQL Gateway Federation & Schema Stitching (PRJ-907),Software Engineering,Level 2 - Specialized,35,38.8,True,109.25,3823.75,In Progress,,2025-02-13,2025-02-27,,False
TSK-01687,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-10778,GraphQL Gateway Federation & Schema Stitching (PRJ-902),Software Engineering,Level 2 - Specialized,35,44.4,True,86.25,3829.5,Completed,5.0,2025-05-01,2025-05-12,2025-05-14,True
TSK-01688,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-16457,CI/CD Pipeline Optimization with Docker BuildKit (PRJ-907),DevOps & SRE,Level 1 - Core,18,18.8,True,95.0,1786.0,Completed,5.0,2026-03-27,2026-04-05,2026-04-11,True
TSK-01689,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-15482,End-to-End Cypress Integration & Performance Suite (PRJ-901),Quality Engineering,Level 1 - Core,30,37.7,True,65.0,2450.5,Completed,4.0,2025-01-27,2025-02-06,2025-02-12,True
TSK-01690,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-13377,Design & Implement RESTful Payment Endpoints (PRJ-903),Software Engineering,Level 2 - Specialized,40,46.6,True,97.75,4555.15,Completed,5.0,2025-01-30,2025-02-16,2025-02-20,True
TSK-01691,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-12038,OAuth2.0 / OpenID Multi-Tenant Auth Integration (PRJ-905),Cybersecurity,Level 2 - Specialized,25,31.5,True,51.75,1630.12,Completed,3.0,2025-10-11,2025-10-22,2025-10-19,False
TSK-01692,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-11316,Fine-Tuning Llama-3 Model for Customer Ticket RAG (PRJ-906),Data & AI Engineering,Level 3 - Enterprise Architect,70,84.0,True,81.0,6804.0,Completed,4.0,2025-08-03,2025-08-26,2025-08-31,True
TSK-01693,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-16920,Mobile Flutter Biometric Authentication Module (PRJ-906),Software Engineering,Level 1 - Core,28,29.4,True,60.0,1764.0,Completed,4.0,2026-05-27,2026-06-05,2026-06-07,True
TSK-01694,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-11865,GraphQL Gateway Federation & Schema Stitching (PRJ-906),Software Engineering,Level 2 - Specialized,35,39.2,True,69.0,2415.0,Under Review,,2025-11-21,2025-12-03,,False
TSK-01695,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-14074,SOC2 Compliance Evidence Collection Automation (PRJ-902),Cybersecurity,Level 2 - Specialized,32,38.8,True,86.25,3346.5,Completed,5.0,2025-07-10,2025-07-23,2025-07-23,False
TSK-01696,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-12962,CI/CD Pipeline Optimization with Docker BuildKit (PRJ-905),DevOps & SRE,Level 1 - Core,18,21.7,True,45.0,976.5,Completed,4.0,2025-06-13,2025-06-20,2025-06-22,True
TSK-01697,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-15262,PySpark ETL Pipeline for Turnstile Telemetry (PRJ-901),Data & AI Engineering,Level 2 - Specialized,50,47.2,False,74.75,3528.2,Completed,4.5,2026-07-28,2026-08-13,2026-08-18,True
TSK-01698,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-15830,End-to-End Cypress Integration & Performance Suite (PRJ-903),Quality Engineering,Level 1 - Core,30,34.8,True,85.0,2958.0,Completed,5.0,2026-02-19,2026-03-02,2026-03-01,False
TSK-01699,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-16923,AWS Terraform Infrastructure as Code Provisioning (PRJ-906),Cloud Architecture,Level 2 - Specialized,45,46.2,True,69.0,3187.8,Completed,5.0,2025-10-28,2025-11-14,2025-11-20,True
TSK-01700,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-14490,OAuth2.0 / OpenID Multi-Tenant Auth Integration (PRJ-902),Cybersecurity,Level 2 - Specialized,25,33.7,True,86.25,2906.63,Completed,5.0,2025-06-08,2025-06-21,2025-06-22,True
TSK-01701,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-11851,Fine-Tuning Llama-3 Model for Customer Ticket RAG (PRJ-901),Data & AI Engineering,Level 3 - Enterprise Architect,70,67.4,False,87.75,5914.35,Completed,5.0,2026-03-27,2026-04-20,2026-04-20,False
TSK-01702,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-13959,Design & Implement RESTful Payment Endpoints (PRJ-903),Software Engineering,Level 2 - Specialized,40,39.9,False,97.75,3910.0,Scope Revision Requested,3.0,2026-03-26,2026-04-10,,False
TSK-01703,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-14715,End-to-End Cypress Integration & Performance Suite (PRJ-904),Quality Engineering,Level 1 - Core,30,28.3,False,70.0,1981.0,Completed,5.0,2026-02-01,2026-02-15,2026-02-16,True
TSK-01704,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-11923,Real-time Kafka Event Streaming for Turnstiles (PRJ-906),Data & AI Engineering,Level 3 - Enterprise Architect,55,68.8,True,81.0,5572.8,Completed,5.0,2025-11-24,2025-12-13,2025-12-15,True
TSK-01705,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-15755,Mobile Flutter Biometric Authentication Module (PRJ-902),Software Engineering,Level 1 - Core,28,25.7,False,75.0,2100.0,Under Review,,2025-09-10,2025-09-23,,False
TSK-01706,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-14158,PySpark ETL Pipeline for Turnstile Telemetry (PRJ-903),Data & AI Engineering,Level 2 - Specialized,50,67.0,True,97.75,4887.5,Under Review,,2026-05-03,2026-05-21,,False
TSK-01707,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-15879,PySpark ETL Pipeline for Turnstile Telemetry (PRJ-906),Data & AI Engineering,Level 2 - Specialized,50,62.7,True,69.0,4326.3,Completed,4.5,2026-07-22,2026-08-06,2026-08-10,True
TSK-01708,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-14842,GraphQL Gateway Federation & Schema Stitching (PRJ-905),Software Engineering,Level 2 - Specialized,35,44.4,True,51.75,2297.7,Completed,4.5,2026-03-23,2026-04-02,2026-04-01,False
TSK-01709,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-13905,AWS Terraform Infrastructure as Code Provisioning (PRJ-901),Cloud Architecture,Level 2 - Specialized,45,48.3,True,74.75,3610.42,Completed,4.0,2025-06-01,2025-06-14,2025-06-16,True
TSK-01710,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-10226,Mobile Flutter Biometric Authentication Module (PRJ-902),Software Engineering,Level 1 - Core,28,27.7,False,75.0,2077.5,Completed,4.0,2026-05-18,2026-05-30,2026-05-29,False
TSK-01711,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-12496,Next.js 14 Responsive Executive Dashboard (PRJ-907),Software Engineering,Level 1 - Core,30,35.4,True,95.0,3363.0,Completed,4.5,2025-12-05,2025-12-15,2025-12-21,True
TSK-01712,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-10056,Kubernetes Cluster Hardening & Istio Service Mesh (PRJ-907),DevOps & SRE,Level 3 - Enterprise Architect,35,43.2,True,128.25,4488.75,Scope Revision Requested,3.0,2025-02-24,2025-03-11,,False
TSK-01713,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-14340,GraphQL Gateway Federation & Schema Stitching (PRJ-906),Software Engineering,Level 2 - Specialized,35,31.8,False,69.0,2415.0,Scope Revision Requested,3.0,2026-02-28,2026-03-15,,False
TSK-01714,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-11470,Mobile Flutter Biometric Authentication Module (PRJ-903),Software Engineering,Level 1 - Core,28,26.5,False,85.0,2380.0,Scope Revision Requested,3.0,2025-07-05,2025-07-14,,False
TSK-01715,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-14703,Mobile Flutter Biometric Authentication Module (PRJ-908),Software Engineering,Level 1 - Core,28,25.5,False,68.0,1734.0,Completed,3.5,2026-02-01,2026-02-13,2026-02-16,True
TSK-01716,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-11454,Kubernetes Cluster Hardening & Istio Service Mesh (PRJ-908),DevOps & SRE,Level 3 - Enterprise Architect,35,44.6,True,91.8,4094.28,Completed,5.0,2026-03-17,2026-03-29,2026-04-02,True
TSK-01717,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-15303,Kubernetes Cluster Hardening & Istio Service Mesh (PRJ-902),DevOps & SRE,Level 3 - Enterprise Architect,35,34.3,False,101.25,3472.87,Completed,5.0,2025-03-25,2025-04-06,2025-04-10,True
TSK-01718,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-10499,AWS Terraform Infrastructure as Code Provisioning (PRJ-902),Cloud Architecture,Level 2 - Specialized,45,44.0,False,86.25,3881.25,Under Review,,2026-07-25,2026-08-07,,False
TSK-01719,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-10039,PySpark ETL Pipeline for Turnstile Telemetry (PRJ-906),Data & AI Engineering,Level 2 - Specialized,50,46.7,False,69.0,3450.0,Scope Revision Requested,3.0,2025-12-01,2025-12-18,,False
TSK-01720,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-10569,Design & Implement RESTful Payment Endpoints (PRJ-905),Software Engineering,Level 2 - Specialized,40,50.0,True,51.75,2587.5,Completed,5.0,2025-06-26,2025-07-09,2025-07-15,True
TSK-01721,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-15597,Kubernetes Cluster Hardening & Istio Service Mesh (PRJ-908),DevOps & SRE,Level 3 - Enterprise Architect,35,39.1,True,91.8,3213.0,Scope Revision Requested,2.5,2025-06-08,2025-06-22,,False
TSK-01722,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-16325,GraphQL Gateway Federation & Schema Stitching (PRJ-906),Software Engineering,Level 2 - Specialized,35,32.8,False,69.0,2263.2,Completed,4.0,2025-07-01,2025-07-15,2025-07-14,False
TSK-01723,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-16502,Design & Implement RESTful Payment Endpoints (PRJ-908),Software Engineering,Level 2 - Specialized,40,46.4,True,78.2,3128.0,In Progress,,2025-05-04,2025-05-18,,False
TSK-01724,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-10817,PySpark ETL Pipeline for Turnstile Telemetry (PRJ-905),Data & AI Engineering,Level 2 - Specialized,50,51.2,True,51.75,2649.6,Completed,4.5,2026-05-25,2026-06-09,2026-06-15,True
TSK-01725,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-15395,GraphQL Gateway Federation & Schema Stitching (PRJ-903),Software Engineering,Level 2 - Specialized,35,45.8,True,97.75,3421.25,In Progress,,2026-07-16,2026-07-29,,False
TSK-01726,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-11159,PySpark ETL Pipeline for Turnstile Telemetry (PRJ-908),Data & AI Engineering,Level 2 - Specialized,50,59.2,True,78.2,4629.44,Completed,5.0,2025-09-03,2025-09-20,2025-09-20,False
TSK-01727,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-13936,Design & Implement RESTful Payment Endpoints (PRJ-907),Software Engineering,Level 2 - Specialized,40,41.2,True,109.25,4370.0,In Progress,,2025-04-12,2025-04-28,,False
TSK-01728,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-14613,Penetration Testing & Remediation of API Endpoints (PRJ-902),Cybersecurity,Level 2 - Specialized,20,23.5,True,86.25,1725.0,In Progress,,2026-06-29,2026-07-10,,False
TSK-01729,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-13670,Real-time Kafka Event Streaming for Turnstiles (PRJ-907),Data & AI Engineering,Level 3 - Enterprise Architect,55,61.8,True,128.25,7925.85,Completed,5.0,2025-07-22,2025-08-08,2025-08-11,True
