EmployeeID,CourseID,CourseName,SkillDomain,CompletionDate,Score,Status,Cost_EGP
EMP-11973,CRS-302,Modern Data Stack Architecture,Tech,2025-12-03,70,Completed,4000
EMP-11973,CRS-302,Modern Data Stack Architecture,Tech,2026-01-07,100,Completed,4000
EMP-14077,CRS-103,Power BI DAX Masterclass,Tech,2024-10-30,59,Failed,0
EMP-14077,CRS-103,Power BI DAX Masterclass,Tech,2024-12-16,93,Completed,2000
EMP-14077,CRS-202,Cross-Cultural Business Communication,Soft Skills,2023-09-10,94,Completed,800
EMP-14778,CRS-101,Advanced SQL & Performance Tuning,Tech,2026-01-27,68,Failed,0
EMP-14778,CRS-101,Advanced SQL & Performance Tuning,Tech,2026-02-19,87,Completed,1500
EMP-14778,CRS-301,Cloud Security & Compliance,Compliance,2024-11-07,93,Completed,3000
EMP-11173,CRS-102,Python for Data Engineering,Tech,2024-02-07,89,Completed,2500
EMP-11903,CRS-101,Advanced SQL & Performance Tuning,Tech,2023-04-01,70,Completed,1500
EMP-11903,CRS-101,Advanced SQL & Performance Tuning,Tech,2023-04-27,88,Completed,1500
EMP-13778,CRS-201,Agile Project Management,Leadership,2025-05-24,88,Completed,1200
EMP-13778,CRS-102,Python for Data Engineering,Tech,2024-03-07,72,Completed,2500
EMP-13778,CRS-102,Python for Data Engineering,Tech,2024-03-23,83,Completed,2500
EMP-16642,CRS-302,Modern Data Stack Architecture,Tech,2024-03-24,99,Completed,4000
EMP-16642,CRS-101,Advanced SQL & Performance Tuning,Tech,2025-10-07,72,Completed,1500
EMP-16642,CRS-101,Advanced SQL & Performance Tuning,Tech,2025-11-11,94,Completed,1500
EMP-12081,CRS-103,Power BI DAX Masterclass,Tech,2024-06-12,87,Completed,2000
EMP-12081,CRS-201,Agile Project Management,Leadership,2024-11-08,86,Completed,1200
EMP-13765,CRS-301,Cloud Security & Compliance,Compliance,2025-12-01,95,Completed,3000
EMP-13765,CRS-202,Cross-Cultural Business Communication,Soft Skills,2024-05-17,57,Failed,0
EMP-13765,CRS-202,Cross-Cultural Business Communication,Soft Skills,2024-06-30,83,Completed,800
EMP-12092,CRS-202,Cross-Cultural Business Communication,Soft Skills,2024-09-07,93,Completed,800
EMP-15463,CRS-202,Cross-Cultural Business Communication,Soft Skills,2024-09-07,73,Completed,800
EMP-15463,CRS-202,Cross-Cultural Business Communication,Soft Skills,2024-10-26,82,Completed,800
EMP-16578,CRS-102,Python for Data Engineering,Tech,2023-11-10,92,Completed,2500
EMP-16578,CRS-302,Modern Data Stack Architecture,Tech,2025-01-13,93,Completed,4000
EMP-16578,CRS-201,Agile Project Management,Leadership,2026-03-06,60,Failed,0
EMP-16578,CRS-201,Agile Project Management,Leadership,2026-03-30,94,Completed,1200
EMP-13812,CRS-301,Cloud Security & Compliance,Compliance,2023-05-16,99,Completed,3000
EMP-12357,CRS-302,Modern Data Stack Architecture,Tech,2025-06-04,83,Completed,4000
EMP-15551,CRS-103,Power BI DAX Masterclass,Tech,2023-08-31,77,Completed,2000
EMP-14478,CRS-201,Agile Project Management,Leadership,2025-05-30,79,Completed,1200
EMP-14478,CRS-202,Cross-Cultural Business Communication,Soft Skills,2023-12-04,75,Completed,800
EMP-14478,CRS-102,Python for Data Engineering,Tech,2026-04-30,62,Failed,0
EMP-14478,CRS-102,Python for Data Engineering,Tech,2026-05-19,77,Completed,2500
EMP-14478,CRS-302,Modern Data Stack Architecture,Tech,2023-01-18,87,Completed,4000
EMP-11295,CRS-302,Modern Data Stack Architecture,Tech,2023-04-16,85,Completed,4000
EMP-11295,CRS-301,Cloud Security & Compliance,Compliance,2023-10-01,96,Completed,3000
EMP-11295,CRS-102,Python for Data Engineering,Tech,2025-01-01,68,Failed,0
EMP-11295,CRS-102,Python for Data Engineering,Tech,2025-02-03,85,Completed,2500
EMP-10606,CRS-202,Cross-Cultural Business Communication,Soft Skills,2023-06-18,51,Failed,0
EMP-10606,CRS-202,Cross-Cultural Business Communication,Soft Skills,2023-07-14,100,Completed,800
EMP-13619,CRS-201,Agile Project Management,Leadership,2025-10-01,78,Completed,1200
EMP-12831,CRS-202,Cross-Cultural Business Communication,Soft Skills,2024-08-05,72,Completed,800
EMP-12831,CRS-202,Cross-Cultural Business Communication,Soft Skills,2024-09-04,80,Completed,800
EMP-12831,CRS-101,Advanced SQL & Performance Tuning,Tech,2025-11-20,85,Completed,1500
EMP-14814,CRS-101,Advanced SQL & Performance Tuning,Tech,2024-11-24,92,Completed,1500
EMP-14814,CRS-201,Agile Project Management,Leadership,2025-07-15,100,Completed,1200
EMP-12451,CRS-301,Cloud Security & Compliance,Compliance,2025-04-01,95,Completed,3000
EMP-16800,CRS-302,Modern Data Stack Architecture,Tech,2024-10-30,77,Completed,4000
EMP-16800,CRS-103,Power BI DAX Masterclass,Tech,2023-11-14,51,Failed,0
EMP-16800,CRS-103,Power BI DAX Masterclass,Tech,2023-12-05,79,Completed,2000
EMP-13476,CRS-201,Agile Project Management,Leadership,2023-09-16,54,Failed,0
EMP-13476,CRS-201,Agile Project Management,Leadership,2023-10-21,97,Completed,1200
EMP-12049,CRS-102,Python for Data Engineering,Tech,2025-09-13,63,Failed,0
EMP-12049,CRS-102,Python for Data Engineering,Tech,2025-11-07,96,Completed,2500
EMP-13743,CRS-202,Cross-Cultural Business Communication,Soft Skills,2024-09-11,98,Completed,800
EMP-13743,CRS-301,Cloud Security & Compliance,Compliance,2023-03-11,75,Completed,3000
EMP-13743,CRS-302,Modern Data Stack Architecture,Tech,2024-12-07,52,Failed,0
EMP-13743,CRS-302,Modern Data Stack Architecture,Tech,2025-01-06,87,Completed,4000
EMP-12475,CRS-201,Agile Project Management,Leadership,2025-08-07,95,Completed,1200
EMP-16337,CRS-102,Python for Data Engineering,Tech,2024-10-31,91,Completed,2500
EMP-13152,CRS-202,Cross-Cultural Business Communication,Soft Skills,2023-01-16,100,Completed,800
EMP-13152,CRS-301,Cloud Security & Compliance,Compliance,2023-07-10,98,Completed,3000
EMP-13152,CRS-102,Python for Data Engineering,Tech,2023-10-31,51,Failed,0
EMP-13152,CRS-102,Python for Data Engineering,Tech,2023-12-16,94,Completed,2500
EMP-13959,CRS-103,Power BI DAX Masterclass,Tech,2024-02-19,55,Failed,0
EMP-13959,CRS-103,Power BI DAX Masterclass,Tech,2024-03-04,95,Completed,2000
EMP-16311,CRS-103,Power BI DAX Masterclass,Tech,2025-02-02,60,Failed,0
EMP-16311,CRS-103,Power BI DAX Masterclass,Tech,2025-03-20,81,Completed,2000
EMP-11944,CRS-103,Power BI DAX Masterclass,Tech,2025-10-31,86,Completed,2000
EMP-13125,CRS-202,Cross-Cultural Business Communication,Soft Skills,2024-02-07,94,Completed,800
EMP-13125,CRS-302,Modern Data Stack Architecture,Tech,2023-03-22,100,Completed,4000
EMP-14686,CRS-202,Cross-Cultural Business Communication,Soft Skills,2023-04-02,59,Failed,0
EMP-14686,CRS-202,Cross-Cultural Business Communication,Soft Skills,2023-05-23,95,Completed,800
EMP-14686,CRS-201,Agile Project Management,Leadership,2023-05-09,96,Completed,1200
EMP-16948,CRS-202,Cross-Cultural Business Communication,Soft Skills,2024-10-07,77,Completed,800
EMP-16948,CRS-302,Modern Data Stack Architecture,Tech,2024-09-06,96,Completed,4000
EMP-16948,CRS-102,Python for Data Engineering,Tech,2026-04-01,82,Completed,2500
EMP-14709,CRS-101,Advanced SQL & Performance Tuning,Tech,2025-07-09,57,Failed,0
EMP-14709,CRS-101,Advanced SQL & Performance Tuning,Tech,2025-07-26,77,Completed,1500
EMP-14709,CRS-102,Python for Data Engineering,Tech,2024-07-14,96,Completed,2500
EMP-12424,CRS-101,Advanced SQL & Performance Tuning,Tech,2026-05-14,85,Completed,1500
EMP-12424,CRS-202,Cross-Cultural Business Communication,Soft Skills,2024-03-13,91,Completed,800
EMP-12424,CRS-103,Power BI DAX Masterclass,Tech,2023-08-26,99,Completed,2000
EMP-12419,CRS-103,Power BI DAX Masterclass,Tech,2026-01-21,70,Completed,2000
EMP-12419,CRS-103,Power BI DAX Masterclass,Tech,2026-02-09,85,Completed,2000
EMP-12419,CRS-102,Python for Data Engineering,Tech,2024-05-17,65,Failed,0
EMP-12419,CRS-102,Python for Data Engineering,Tech,2024-07-16,83,Completed,2500
EMP-10180,CRS-103,Power BI DAX Masterclass,Tech,2024-06-10,75,Completed,2000
EMP-15393,CRS-102,Python for Data Engineering,Tech,2025-01-10,94,Completed,2500
EMP-16587,CRS-202,Cross-Cultural Business Communication,Soft Skills,2026-01-28,72,Completed,800
EMP-16587,CRS-202,Cross-Cultural Business Communication,Soft Skills,2026-02-18,75,Completed,800
EMP-12249,CRS-101,Advanced SQL & Performance Tuning,Tech,2025-07-13,73,Completed,1500
EMP-12249,CRS-101,Advanced SQL & Performance Tuning,Tech,2025-08-30,89,Completed,1500
EMP-12249,CRS-103,Power BI DAX Masterclass,Tech,2025-11-12,85,Completed,2000
EMP-12249,CRS-102,Python for Data Engineering,Tech,2024-07-23,81,Completed,2500
EMP-12249,CRS-302,Modern Data Stack Architecture,Tech,2024-12-24,82,Completed,4000
EMP-10067,CRS-103,Power BI DAX Masterclass,Tech,2023-02-07,95,Completed,2000
EMP-10067,CRS-301,Cloud Security & Compliance,Compliance,2023-06-26,52,Failed,0
EMP-10067,CRS-301,Cloud Security & Compliance,Compliance,2023-07-20,91,Completed,3000
EMP-15664,CRS-202,Cross-Cultural Business Communication,Soft Skills,2024-12-20,80,Completed,800
EMP-15664,CRS-102,Python for Data Engineering,Tech,2025-06-04,95,Completed,2500
EMP-15664,CRS-201,Agile Project Management,Leadership,2025-04-04,75,Completed,1200
EMP-10402,CRS-302,Modern Data Stack Architecture,Tech,2023-05-18,96,Completed,4000
EMP-10402,CRS-202,Cross-Cultural Business Communication,Soft Skills,2025-10-09,94,Completed,800
EMP-14968,CRS-103,Power BI DAX Masterclass,Tech,2024-02-12,71,Completed,2000
EMP-14968,CRS-103,Power BI DAX Masterclass,Tech,2024-02-26,93,Completed,2000
EMP-14070,CRS-301,Cloud Security & Compliance,Compliance,2025-02-01,83,Completed,3000
EMP-12345,CRS-103,Power BI DAX Masterclass,Tech,2025-08-07,74,Completed,2000
EMP-12345,CRS-103,Power BI DAX Masterclass,Tech,2025-09-28,91,Completed,2000
EMP-16734,CRS-101,Advanced SQL & Performance Tuning,Tech,2023-10-06,85,Completed,1500
EMP-16734,CRS-202,Cross-Cultural Business Communication,Soft Skills,2026-02-03,73,Completed,800
EMP-16734,CRS-202,Cross-Cultural Business Communication,Soft Skills,2026-02-19,100,Completed,800
EMP-14974,CRS-103,Power BI DAX Masterclass,Tech,2026-01-04,63,Failed,0
EMP-14974,CRS-103,Power BI DAX Masterclass,Tech,2026-01-24,76,Completed,2000
EMP-14974,CRS-102,Python for Data Engineering,Tech,2024-09-06,92,Completed,2500
EMP-14974,CRS-302,Modern Data Stack Architecture,Tech,2025-02-16,78,Completed,4000
EMP-12887,CRS-101,Advanced SQL & Performance Tuning,Tech,2025-12-23,72,Completed,1500
EMP-12887,CRS-101,Advanced SQL & Performance Tuning,Tech,2026-01-25,88,Completed,1500
EMP-11795,CRS-103,Power BI DAX Masterclass,Tech,2024-11-02,55,Failed,0
EMP-11795,CRS-103,Power BI DAX Masterclass,Tech,2024-11-24,91,Completed,2000
EMP-15216,CRS-302,Modern Data Stack Architecture,Tech,2025-01-12,73,Completed,4000
EMP-15216,CRS-302,Modern Data Stack Architecture,Tech,2025-02-16,85,Completed,4000
EMP-15216,CRS-101,Advanced SQL & Performance Tuning,Tech,2023-09-11,88,Completed,1500
EMP-16416,CRS-102,Python for Data Engineering,Tech,2024-09-29,94,Completed,2500
EMP-16416,CRS-101,Advanced SQL & Performance Tuning,Tech,2023-06-13,99,Completed,1500
EMP-16416,CRS-103,Power BI DAX Masterclass,Tech,2026-01-23,99,Completed,2000
EMP-15087,CRS-201,Agile Project Management,Leadership,2023-03-25,99,Completed,1200
EMP-12054,CRS-103,Power BI DAX Masterclass,Tech,2024-07-05,51,Failed,0
EMP-12054,CRS-103,Power BI DAX Masterclass,Tech,2024-08-25,75,Completed,2000
EMP-15553,CRS-201,Agile Project Management,Leadership,2023-03-29,95,Completed,1200
EMP-15401,CRS-103,Power BI DAX Masterclass,Tech,2026-04-25,98,Completed,2000
EMP-15401,CRS-102,Python for Data Engineering,Tech,2023-06-17,75,Completed,2500
EMP-15578,CRS-301,Cloud Security & Compliance,Compliance,2025-08-21,93,Completed,3000
EMP-15578,CRS-101,Advanced SQL & Performance Tuning,Tech,2023-12-13,77,Completed,1500
EMP-15578,CRS-302,Modern Data Stack Architecture,Tech,2023-01-11,98,Completed,4000
EMP-11121,CRS-302,Modern Data Stack Architecture,Tech,2025-10-05,67,Failed,0
EMP-11121,CRS-302,Modern Data Stack Architecture,Tech,2025-11-01,94,Completed,4000
EMP-11121,CRS-102,Python for Data Engineering,Tech,2025-03-06,96,Completed,2500
EMP-15147,CRS-201,Agile Project Management,Leadership,2026-04-24,99,Completed,1200
EMP-10796,CRS-202,Cross-Cultural Business Communication,Soft Skills,2023-09-13,78,Completed,800
EMP-16841,CRS-101,Advanced SQL & Performance Tuning,Tech,2025-04-10,76,Completed,1500
EMP-15295,CRS-202,Cross-Cultural Business Communication,Soft Skills,2026-04-03,100,Completed,800
EMP-15295,CRS-102,Python for Data Engineering,Tech,2023-09-29,77,Completed,2500
EMP-10323,CRS-301,Cloud Security & Compliance,Compliance,2025-03-19,100,Completed,3000
EMP-10323,CRS-101,Advanced SQL & Performance Tuning,Tech,2023-08-19,70,Completed,1500
EMP-10323,CRS-101,Advanced SQL & Performance Tuning,Tech,2023-10-17,78,Completed,1500
EMP-12531,CRS-101,Advanced SQL & Performance Tuning,Tech,2024-11-30,56,Failed,0
EMP-12531,CRS-101,Advanced SQL & Performance Tuning,Tech,2025-01-29,95,Completed,1500
EMP-12531,CRS-201,Agile Project Management,Leadership,2023-09-10,80,Completed,1200
EMP-12531,CRS-302,Modern Data Stack Architecture,Tech,2025-02-14,91,Completed,4000
EMP-13612,CRS-302,Modern Data Stack Architecture,Tech,2023-10-26,82,Completed,4000
EMP-13612,CRS-301,Cloud Security & Compliance,Compliance,2024-05-12,85,Completed,3000
EMP-10274,CRS-103,Power BI DAX Masterclass,Tech,2023-01-07,84,Completed,2000
EMP-14748,CRS-302,Modern Data Stack Architecture,Tech,2025-07-28,79,Completed,4000
EMP-14748,CRS-101,Advanced SQL & Performance Tuning,Tech,2023-08-15,74,Completed,1500
EMP-14748,CRS-101,Advanced SQL & Performance Tuning,Tech,2023-09-09,88,Completed,1500
EMP-16912,CRS-201,Agile Project Management,Leadership,2023-05-14,84,Completed,1200
EMP-16912,CRS-202,Cross-Cultural Business Communication,Soft Skills,2024-04-04,76,Completed,800
EMP-11077,CRS-201,Agile Project Management,Leadership,2025-03-10,75,Completed,1200
EMP-10739,CRS-102,Python for Data Engineering,Tech,2023-02-05,90,Completed,2500
EMP-12418,CRS-202,Cross-Cultural Business Communication,Soft Skills,2025-11-09,73,Completed,800
EMP-12418,CRS-202,Cross-Cultural Business Communication,Soft Skills,2025-12-16,91,Completed,800
EMP-12677,CRS-101,Advanced SQL & Performance Tuning,Tech,2024-07-10,95,Completed,1500
EMP-15776,CRS-101,Advanced SQL & Performance Tuning,Tech,2026-03-07,77,Completed,1500
EMP-11439,CRS-102,Python for Data Engineering,Tech,2026-02-12,88,Completed,2500
EMP-11645,CRS-102,Python for Data Engineering,Tech,2025-10-14,66,Failed,0
EMP-11645,CRS-102,Python for Data Engineering,Tech,2025-10-29,85,Completed,2500
EMP-11645,CRS-301,Cloud Security & Compliance,Compliance,2026-02-08,88,Completed,3000
EMP-11083,CRS-102,Python for Data Engineering,Tech,2023-08-11,93,Completed,2500
EMP-16176,CRS-302,Modern Data Stack Architecture,Tech,2024-07-10,76,Completed,4000
EMP-12998,CRS-202,Cross-Cultural Business Communication,Soft Skills,2026-03-01,73,Completed,800
EMP-12998,CRS-202,Cross-Cultural Business Communication,Soft Skills,2026-04-23,81,Completed,800
EMP-12998,CRS-302,Modern Data Stack Architecture,Tech,2024-05-16,71,Completed,4000
EMP-12998,CRS-302,Modern Data Stack Architecture,Tech,2024-06-21,90,Completed,4000
EMP-14349,CRS-202,Cross-Cultural Business Communication,Soft Skills,2025-10-06,83,Completed,800
EMP-14349,CRS-103,Power BI DAX Masterclass,Tech,2023-02-03,73,Completed,2000
EMP-14349,CRS-103,Power BI DAX Masterclass,Tech,2023-02-25,82,Completed,2000
EMP-14111,CRS-101,Advanced SQL & Performance Tuning,Tech,2024-02-24,83,Completed,1500
EMP-12233,CRS-101,Advanced SQL & Performance Tuning,Tech,2026-01-28,64,Failed,0
EMP-12233,CRS-101,Advanced SQL & Performance Tuning,Tech,2026-02-24,81,Completed,1500
EMP-12233,CRS-301,Cloud Security & Compliance,Compliance,2025-01-29,71,Completed,3000
EMP-12233,CRS-301,Cloud Security & Compliance,Compliance,2025-03-21,88,Completed,3000
EMP-11348,CRS-103,Power BI DAX Masterclass,Tech,2026-04-20,98,Completed,2000
EMP-12106,CRS-102,Python for Data Engineering,Tech,2023-09-01,95,Completed,2500
EMP-13948,CRS-301,Cloud Security & Compliance,Compliance,2024-05-08,85,Completed,3000
EMP-13948,CRS-302,Modern Data Stack Architecture,Tech,2026-01-13,91,Completed,4000
EMP-15582,CRS-302,Modern Data Stack Architecture,Tech,2024-03-19,98,Completed,4000
EMP-15582,CRS-201,Agile Project Management,Leadership,2023-07-01,88,Completed,1200
EMP-12775,CRS-101,Advanced SQL & Performance Tuning,Tech,2024-12-15,94,Completed,1500
EMP-12775,CRS-201,Agile Project Management,Leadership,2023-12-03,50,Failed,0
EMP-12775,CRS-201,Agile Project Management,Leadership,2024-01-26,93,Completed,1200
EMP-10944,CRS-103,Power BI DAX Masterclass,Tech,2024-01-30,96,Completed,2000
EMP-13837,CRS-301,Cloud Security & Compliance,Compliance,2024-02-06,56,Failed,0
EMP-13837,CRS-301,Cloud Security & Compliance,Compliance,2024-03-20,76,Completed,3000
EMP-13837,CRS-102,Python for Data Engineering,Tech,2025-07-09,57,Failed,0
EMP-13837,CRS-102,Python for Data Engineering,Tech,2025-07-30,98,Completed,2500
EMP-16507,CRS-102,Python for Data Engineering,Tech,2025-06-03,54,Failed,0
EMP-16507,CRS-102,Python for Data Engineering,Tech,2025-06-27,90,Completed,2500
EMP-16507,CRS-103,Power BI DAX Masterclass,Tech,2025-02-13,75,Completed,2000
EMP-16507,CRS-301,Cloud Security & Compliance,Compliance,2025-12-27,91,Completed,3000
EMP-11154,CRS-101,Advanced SQL & Performance Tuning,Tech,2023-11-19,72,Completed,1500
EMP-11154,CRS-101,Advanced SQL & Performance Tuning,Tech,2023-12-09,88,Completed,1500
EMP-15950,CRS-302,Modern Data Stack Architecture,Tech,2023-12-07,92,Completed,4000
EMP-15541,CRS-301,Cloud Security & Compliance,Compliance,2026-04-26,80,Completed,3000
EMP-15541,CRS-202,Cross-Cultural Business Communication,Soft Skills,2023-11-19,87,Completed,800
EMP-15699,CRS-201,Agile Project Management,Leadership,2025-05-20,89,Completed,1200
EMP-13256,CRS-103,Power BI DAX Masterclass,Tech,2024-06-16,76,Completed,2000
EMP-14566,CRS-302,Modern Data Stack Architecture,Tech,2024-02-06,79,Completed,4000
EMP-14566,CRS-101,Advanced SQL & Performance Tuning,Tech,2026-01-01,64,Failed,0
EMP-14566,CRS-101,Advanced SQL & Performance Tuning,Tech,2026-02-21,78,Completed,1500
EMP-12997,CRS-102,Python for Data Engineering,Tech,2024-04-15,100,Completed,2500
EMP-12997,CRS-101,Advanced SQL & Performance Tuning,Tech,2026-02-21,82,Completed,1500
EMP-10740,CRS-301,Cloud Security & Compliance,Compliance,2023-04-19,75,Completed,3000
EMP-10740,CRS-102,Python for Data Engineering,Tech,2024-04-19,77,Completed,2500
EMP-13233,CRS-202,Cross-Cultural Business Communication,Soft Skills,2023-06-01,87,Completed,800
EMP-13233,CRS-302,Modern Data Stack Architecture,Tech,2024-11-25,66,Failed,0
EMP-13233,CRS-302,Modern Data Stack Architecture,Tech,2024-12-25,85,Completed,4000
EMP-10115,CRS-302,Modern Data Stack Architecture,Tech,2023-04-01,85,Completed,4000
EMP-10115,CRS-102,Python for Data Engineering,Tech,2024-02-25,95,Completed,2500
EMP-16547,CRS-101,Advanced SQL & Performance Tuning,Tech,2023-10-30,69,Failed,0
EMP-16547,CRS-101,Advanced SQL & Performance Tuning,Tech,2023-12-29,95,Completed,1500
EMP-16547,CRS-202,Cross-Cultural Business Communication,Soft Skills,2026-01-24,93,Completed,800
EMP-14396,CRS-301,Cloud Security & Compliance,Compliance,2024-07-19,60,Failed,0
EMP-14396,CRS-301,Cloud Security & Compliance,Compliance,2024-08-02,99,Completed,3000
EMP-11013,CRS-301,Cloud Security & Compliance,Compliance,2023-02-19,72,Completed,3000
EMP-11013,CRS-301,Cloud Security & Compliance,Compliance,2023-04-14,93,Completed,3000
EMP-15828,CRS-301,Cloud Security & Compliance,Compliance,2024-01-25,100,Completed,3000
EMP-13020,CRS-202,Cross-Cultural Business Communication,Soft Skills,2025-01-30,95,Completed,800
EMP-16340,CRS-101,Advanced SQL & Performance Tuning,Tech,2024-10-02,62,Failed,0
EMP-16340,CRS-101,Advanced SQL & Performance Tuning,Tech,2024-11-17,95,Completed,1500
EMP-16340,CRS-301,Cloud Security & Compliance,Compliance,2024-08-16,78,Completed,3000
EMP-16340,CRS-102,Python for Data Engineering,Tech,2026-01-22,89,Completed,2500
EMP-16340,CRS-103,Power BI DAX Masterclass,Tech,2026-01-10,79,Completed,2000
EMP-15861,CRS-101,Advanced SQL & Performance Tuning,Tech,2024-08-14,89,Completed,1500
EMP-15861,CRS-102,Python for Data Engineering,Tech,2024-10-05,62,Failed,0
EMP-15861,CRS-102,Python for Data Engineering,Tech,2024-11-15,89,Completed,2500
EMP-15861,CRS-301,Cloud Security & Compliance,Compliance,2023-02-23,51,Failed,0
EMP-15861,CRS-301,Cloud Security & Compliance,Compliance,2023-04-20,83,Completed,3000
EMP-12148,CRS-201,Agile Project Management,Leadership,2023-07-01,93,Completed,1200
EMP-12148,CRS-103,Power BI DAX Masterclass,Tech,2025-12-21,82,Completed,2000
EMP-12148,CRS-301,Cloud Security & Compliance,Compliance,2023-09-09,57,Failed,0
EMP-12148,CRS-301,Cloud Security & Compliance,Compliance,2023-10-10,91,Completed,3000
EMP-16855,CRS-103,Power BI DAX Masterclass,Tech,2025-01-26,81,Completed,2000
EMP-13122,CRS-202,Cross-Cultural Business Communication,Soft Skills,2025-02-07,87,Completed,800
EMP-15231,CRS-101,Advanced SQL & Performance Tuning,Tech,2024-03-01,83,Completed,1500
EMP-15231,CRS-201,Agile Project Management,Leadership,2026-02-17,89,Completed,1200
EMP-13044,CRS-302,Modern Data Stack Architecture,Tech,2023-09-15,71,Completed,4000
EMP-13044,CRS-302,Modern Data Stack Architecture,Tech,2023-10-02,78,Completed,4000
EMP-13044,CRS-202,Cross-Cultural Business Communication,Soft Skills,2025-03-13,96,Completed,800
EMP-13044,CRS-301,Cloud Security & Compliance,Compliance,2026-02-12,66,Failed,0
EMP-13044,CRS-301,Cloud Security & Compliance,Compliance,2026-04-07,98,Completed,3000
EMP-13044,CRS-102,Python for Data Engineering,Tech,2024-06-13,87,Completed,2500
EMP-10888,CRS-102,Python for Data Engineering,Tech,2025-11-22,82,Completed,2500
EMP-15529,CRS-301,Cloud Security & Compliance,Compliance,2023-05-12,78,Completed,3000
EMP-11916,CRS-102,Python for Data Engineering,Tech,2025-03-30,91,Completed,2500
EMP-11916,CRS-301,Cloud Security & Compliance,Compliance,2023-12-16,88,Completed,3000
EMP-13863,CRS-103,Power BI DAX Masterclass,Tech,2024-09-01,70,Completed,2000
EMP-13863,CRS-103,Power BI DAX Masterclass,Tech,2024-10-11,99,Completed,2000
EMP-13863,CRS-201,Agile Project Management,Leadership,2023-09-25,93,Completed,1200
EMP-10206,CRS-102,Python for Data Engineering,Tech,2024-09-26,72,Completed,2500
EMP-10206,CRS-102,Python for Data Engineering,Tech,2024-10-12,87,Completed,2500
EMP-10206,CRS-101,Advanced SQL & Performance Tuning,Tech,2024-08-20,75,Completed,1500
EMP-15076,CRS-302,Modern Data Stack Architecture,Tech,2023-03-28,82,Completed,4000
EMP-15076,CRS-103,Power BI DAX Masterclass,Tech,2025-01-25,87,Completed,2000
EMP-14600,CRS-302,Modern Data Stack Architecture,Tech,2023-02-17,85,Completed,4000
EMP-12688,CRS-103,Power BI DAX Masterclass,Tech,2024-08-18,88,Completed,2000
EMP-14998,CRS-101,Advanced SQL & Performance Tuning,Tech,2023-08-12,77,Completed,1500
EMP-14998,CRS-102,Python for Data Engineering,Tech,2025-10-22,75,Completed,2500
EMP-11814,CRS-301,Cloud Security & Compliance,Compliance,2023-10-02,89,Completed,3000
EMP-15898,CRS-301,Cloud Security & Compliance,Compliance,2024-11-27,79,Completed,3000
EMP-10518,CRS-302,Modern Data Stack Architecture,Tech,2024-08-19,76,Completed,4000
EMP-15206,CRS-302,Modern Data Stack Architecture,Tech,2024-12-28,96,Completed,4000
EMP-13804,CRS-301,Cloud Security & Compliance,Compliance,2025-03-19,57,Failed,0
EMP-13804,CRS-301,Cloud Security & Compliance,Compliance,2025-04-08,77,Completed,3000
EMP-13804,CRS-101,Advanced SQL & Performance Tuning,Tech,2023-07-13,84,Completed,1500
EMP-12476,CRS-302,Modern Data Stack Architecture,Tech,2026-01-19,89,Completed,4000
EMP-12476,CRS-101,Advanced SQL & Performance Tuning,Tech,2024-05-08,72,Completed,1500
EMP-12476,CRS-101,Advanced SQL & Performance Tuning,Tech,2024-06-03,90,Completed,1500
EMP-15319,CRS-201,Agile Project Management,Leadership,2024-10-23,71,Completed,1200
EMP-15319,CRS-201,Agile Project Management,Leadership,2024-11-08,98,Completed,1200
EMP-13345,CRS-101,Advanced SQL & Performance Tuning,Tech,2025-10-31,94,Completed,1500
EMP-10956,CRS-101,Advanced SQL & Performance Tuning,Tech,2026-02-05,66,Failed,0
EMP-10956,CRS-101,Advanced SQL & Performance Tuning,Tech,2026-03-02,81,Completed,1500
EMP-10956,CRS-201,Agile Project Management,Leadership,2023-02-24,50,Failed,0
EMP-10956,CRS-201,Agile Project Management,Leadership,2023-04-05,78,Completed,1200
EMP-10956,CRS-202,Cross-Cultural Business Communication,Soft Skills,2026-01-30,96,Completed,800
EMP-10956,CRS-301,Cloud Security & Compliance,Compliance,2023-01-27,92,Completed,3000
EMP-11146,CRS-301,Cloud Security & Compliance,Compliance,2025-10-15,93,Completed,3000
EMP-10372,CRS-101,Advanced SQL & Performance Tuning,Tech,2024-03-13,81,Completed,1500
EMP-10372,CRS-301,Cloud Security & Compliance,Compliance,2024-12-09,54,Failed,0
EMP-10372,CRS-301,Cloud Security & Compliance,Compliance,2025-01-11,94,Completed,3000
EMP-10372,CRS-201,Agile Project Management,Leadership,2023-05-26,97,Completed,1200
EMP-10372,CRS-302,Modern Data Stack Architecture,Tech,2026-03-23,73,Completed,4000
EMP-10372,CRS-302,Modern Data Stack Architecture,Tech,2026-04-20,82,Completed,4000
EMP-10305,CRS-201,Agile Project Management,Leadership,2024-12-03,50,Failed,0
EMP-10305,CRS-201,Agile Project Management,Leadership,2025-01-12,81,Completed,1200
EMP-12494,CRS-301,Cloud Security & Compliance,Compliance,2023-11-19,89,Completed,3000
EMP-14036,CRS-102,Python for Data Engineering,Tech,2025-07-13,80,Completed,2500
EMP-10952,CRS-103,Power BI DAX Masterclass,Tech,2023-03-16,74,Completed,2000
EMP-10952,CRS-103,Power BI DAX Masterclass,Tech,2023-04-25,98,Completed,2000
EMP-10797,CRS-103,Power BI DAX Masterclass,Tech,2023-02-13,77,Completed,2000
